"Keyword 2","Product (15)","Product Line Code","Description Full","Whse Minimums","Whse Maximums","On Shelf","Whse 2 Primary Bin","Whse 5 Primary Bin","Whse 5 On Hand"
"0134G2122","P6933","MALLC","2-1/2x2 Gal Std M I Red Tee","64","176","10","C04-04D","","0"
"0134G334","P6934","MALLC","3x3/4 Gal Std M I Red Tee","72","198","11","C04-12C","","10"
"0134G31","P6935","MALLC","3x1 Gal Std M I Red Tee","24","66","6","C04-20C","","-4"
"0134G3114","P6936","MALLC","3x1-1/4 Gal Std M I Red Tee","24","66","0","C04-37D","",""
"0134G3112","P6937","MALLC","3x1-1/2 Gal Std M I Red Tee","24","66","7","C04-27C","","4"
"0134G32","P6938","MALLC","3x2 Gal Std M I Red Tee","24","66","33","C04-12C","","31"
"0134G3212","P6939","MALLC","3x2-1/2 Gal Std M I Red Tee","24","66","0","C04-38D","","20"
"0134G4112","P6940","MALLC","4x1-1/2 Gal Std M I Red Tee","32","88","0","C04-37D","",""
"0134G42","P6941","MALLC","4x2 Gal Std M I Red Tee","12","33","0","C04-21C","","0"
"0134G4212","P6942","MALLC","4x2-1/2 Gal Std M I Red Tee","12","33","0","C04-38D","","1"
"0134G43","P6943","MALLC","4x3 Gal Std M I Red Tee","8","22","11","C04-04D","","9"
"0134G341212","P6944","MALLC","3/4x1/2x1/2 Gal Std M I Red Te e","288","792","65","C04-06C","",""
"0134G341234","P6945","MALLC","3/4x1/2x3/4 Gal Std M I Red Te e","320","880","27","C04-14C","","14"
"0134G1^12^12","P6946","MALLC","1x1/2x1/2 Gal Std M I Red Tee","480","1320","212","C04-28C","","57"
"0134G1^12^34","P6947","MALLC","1x1/2x3/4 Gal Std M I Red Tee","480","1320","4","C04-38D","","120"
"0134G13412","P6948","MALLC","1x3/4x1/2 Gal Std M I Red Tee","320","880","4","C04-38D","","165"
"0134G13434","P6949","MALLC","1x3/4x3/4 Gal Std M I Red Tee","240","660","98","C04-01C","","374"
"0134G1341","P6950","MALLC","1x3/4x1 Gal Std M I Red Tee","240","660","16","C04-37B","","-15"
"0134G1141212","P6951","MALLC","1-1/4x1/2x1/2 Gal Std M I Red Tee","400","1100","44","C04-04D","","151"
"0134G1141234","P6953","MALLC","1-1/4x1/2x3/4 Gal Std M I Red Tee","200","550","0","C04-37D","",""
"0134G114121","P6954","MALLC","1-1/4x1/2x1 Gal Std M I Red Te e","160","440","10","C04-38D","","2"
"0134G11412114","P6955","MALLC","1-1/4x1/2x1-1/4 Gal Std M I Re d Tee","160","440","26","C04-38D","","263"
"0134G1143412","P6956","MALLC","1-1/4x3/4x1/2 Gal Std M I Red Tee","160","440","40","C04-04D","","151"
"0134G1143434","P6957","MALLC","1-1/4x3/4x3/4 Gal Std M I Red Tee","160","440","26","C04-06C","","146"
"0134G114341","P6958","MALLC","1-1/4x3/4x1 Gal Std M I Red Te e","160","440","40","C04-37D","","-40"
"0134G11434114","P6959","MALLC","1-1/4x3/4x1-1/4 Gal MI Red Tee","160","440","15","C04-03C","","-20"
"0134G114112","P6960","MALLC","1-1/4x1x1/2 Gal Std M I Red Te e","160","440","25","C04-21C","","198"
"0134G114134","P6961","MALLC","1-1/4x1x3/4 Gal Std M I Red Te e","160","440","40","C04-24C","","15"
"0134G11411","P6962","MALLC","1-1/4x1x1 Gal Std M I Red Tee","160","440","0","C04-08C","","217"
"0134G1141114","P6963","MALLC","1-1/4x1x1-1/4 Gal Std MI Red Tee","120","330","7","C04-09C","","94"
"0134G11212112","P6964","MALLC","1-1/2x1/2x1-1/2 Gal Std M I Re d Tee","96","264","24","C04-04D","","18"
"0134G1123434","P6965","MALLC","1-1/2x3/4x3/4 Gal Std M I Red Tee","120","330","174","C04-04D","","64"
"0134G11234112","P6966","MALLC","1-1/2x3/4x1-1/2 Gal Std M I Re d Tee","96","264","16","C04-30C","","38"
"0134G11211","P6967","MALLC","1-1/2x1x1 Gal Std M I Red Tee","120","330","20","C04-25C","","-19"
"0134G1121114","P6968","MALLC","1-1/2x1x1-1/4 Gal Std M I Red Tee","96","264","0","C04-38D","","5"
"0134G1121112","P6969","MALLC","1-1/2x1x1-1/2 Gal Std MI Red Tee","96","264","37","C04-25C","","-10"
"0134G11211412","P6970","MALLC","1-1/2x1-1/4x1/2 Gal Std M I Re d Tee","96","264","10","C04-38D","","31"
"0134G11211434","P6971","MALLC","1-1/2x1-1/4x3/4 Gal Std M I Re d Tee","96","264","0","C04-38D","","13"
"0134G1121141","P6972","MALLC","1-1/2x1-1/4x1 Gal Std M I Red Tee","96","264","23","C04-15C","","-6"
"0134G112114114","P6973","MALLC","1-1/2x1-1/4x1-1/4 Gal Std M I Red Tee","96","264","3","C04-25C","","8"
"0134G112114112","P6974","MALLC","1-1/2x1-1/4x1-1/2 Gal Std M I Red Tee","96","264","22","C04-04D","","24"
"0134G1121142","P6975","MALLC","1-1/2x1-1/4x2 Gal Std M I Red Tee","120","330","0","C04-37D","",""
"0134G2^12^2","P6976","MALLC","2x1/2x2 Gal Std M I Red Tee","32","88","27","C04-04D","","41"
"0134G2342","P6977","MALLC","2x3/4x2 Gal Std M I Std M I Re d Tee","64","176","21","C04-08C","","0"
"0134G2^1^2","P6978","MALLC","2x1x2 Gal Std M I Red Tee","128","352","16","C04-28C","","1"
"0134G2114114","P6979","MALLC","2x1-1/4x1-1/4 Gal Std M I Red Tee","64","176","5","C04-28C","","7"
"0134G2114112","P6980","MALLC","2x1-1/4x1-1/2 Gal Std M I Red Tee","64","176","0","C04-37D","",""
"0134G21121","P6981","MALLC","2x1-1/2x1 Gal Std M I Red Tee","80","220","11","C04-04D","","26"
"0134G2112114","P6982","MALLC","2X1-1/2X1-1/4 Gal Std M I Red Tee","64","176","22","C04-04D","","11"
"0134G2112112","P6983","MALLC","2x1-1/2x1-1/2 Gal Std M I Red Tee","64","176","120","C04-24C","","22"
"0134G21122","P6984","MALLC","2x1-1/2x2 Gal Std M I Red Tee","64","176","16","C04-30C","","0"
"0134G121234","P6985","MALLC","1/2x1/2x3/4 BH Gal Std M I Red Tee","480","1320","23","C04-19C","","77"
"0134G12121","P6986","MALLC","1/2x1/2x1 BH Gal Std M I Red T ee","400","1100","0","C04-38D","","11"
"0134G3434114","P6987","MALLC","3/4x3/4x1-1/4 BH Gal Std M I R ed Tee","400","1100","260","C04-04D","","-160"
"0134G11114","P6988","MALLC","1x1x1-1/4 BH Gal Std M I Red T ee","176","484","10","C04-14C","","19"
"0134G11112","P6989","MALLC","1x1x1-1/2 BH Gal Std M I Red T ee","144","396","4","C04-38D","","43"
"0134G1^1^2","P6990","MALLC","1x1x2 BH Gal Std M I Red Tee","192","528","30","C04-04D","","73"
"0134G114114112","P6991","MALLC","1-1/4x1-1/4x1-1/2 BH Gal Std M I Red Tee","96","264","3","C04-38D","","88"
"0134G1141142","P6992","MALLC","1-1/4x1-1/4x2 BH Gal Std M I R ed Tee","160","440","3","C04-38D","","2"
"0134G1121122","P6993","MALLC","1-1/2x1-1/2x2 BH Gal Std M I R ed Tee","128","352","32","C04-38D","","7"
"0510G14","P6995","MALLC","1/4 Gal Std M I Cap","3840","10560","706","C04-23C","","65"
"0510G38","P6996","MALLC","3/8 Gal Std M I Cap","2880","7920","343","C04-15C","",""
"0510G12","P6997","MALLC","1/2 Gal Std M I Cap","1200","3300","586","C04-34B","","0"
"0510G34","P6998","MALLC","3/4 Gal Std M I Cap","640","1760","448","C04-34B","","0"
"0510G1","P6999","MALLC","1 Gal Std M I Cap","400","1100","613","C04-34B","","0"
"0510G114","P7000","MALLC","1-1/4 Gal Std M I Cap","320","880","-15","C04-34B","","0"
"0510G112","P7001","MALLC","1-1/2 Gal Std M I Cap","216","594","3","C04-34B","","-6"
"0510G2","P7002","MALLC","2 Gal Std M I Cap","144","396","50","C04-35B","","0"
"0510G212","P7003","MALLC","2-1/2 Gal Std M I Cap","160","440","9","C04-21C","","0"
"0510G3","P7004","MALLC","3 Gal Std M I Cap","96","264","285","C04-37B","","351"
"0510G4","P7005","MALLC","4 Gal Std M I Cap","96","264","257","C04-13C","","264"
"0510G5","P7006","MALLC","5 Gal Std M I Cap","40","110","7","C04-04D","","6"
"0510G6","P7007","MALLC","6 Gal Std M I Cap","16","44","11","C04-30C","","3"
"0318G12","P7008","MALLC","1/2 Gal Floor Flange","200","550","222","C04-23C","","69"
"0318G34","P7009","MALLC","3/4 Gal Floor Flange","180","495","646","C04-24C","","130"
"0318G1","P7010","MALLC","1 Gal Floor Flange","120","330","305","C04-13C","","-125"
"0318G114","P7011","MALLC","1-1/4 Gal Floor Flange","120","330","418","C04-06C","","356"
"0318G112","P7012","MALLC","1-1/2 Gal Floor Flange","96","264","354","C04-21C","","4"
"0318G2","P7013","MALLC","2 Gal Floor Flange","128","352","246","C04-38B","","240"
"0128G14","P7014","MALLC","1/4 Gal Std M I Cross","1920","5280","0","C04-38D","","18"
"0128G38","P7015","MALLC","3/8 Gal Std M I Cross","600","1650","0","C04-37D","",""
"0128G12","P7016","MALLC","1/2 Gal Std M I Cross","360","990","90","C04-04D","","115"
"0128G34","P7017","MALLC","3/4 Gal Std M I Cross","240","660","26","C04-11C","","4"
"0128G1","P7018","MALLC","1 Gal Std M I Cross","120","330","9","C04-20C","","29"
"0128G114","P7019","MALLC","1-1/4 Gal Std M I Cross","80","220","40","C04-04D","","27"
"0128G112","P7020","MALLC","1-1/2 Gal Std M I Cross","64","176","12","C04-04D","","19"
"0128G2","P7021","MALLC","2 Gal Std M I Cross","40","110","10","C04-04D","","1"
"0126G18","P7022","MALLC","1/8 Gal Std M I Coupling","3360","9240","1119","C04-10C","","11397"
"0126G14","P7023","MALLC","1/4 Gal Std M I Coupling","3360","9240","391","C04-16C","",""
"0126G38","P7024","MALLC","3/8 Gal Std M I Coupling","1920","5280","2521","C04-16C","","-5"
"0126G12","P7025","MALLC","1/2 Gal Std M I Coupling","960","2640","2475","C04-25B","","1537"
"0126G34","P7026","MALLC","3/4 Gal Std M I Coupling","600","1650","344","C04-25B","","-300"
"0126G1","P7027","MALLC","1 Gal Std M I Coupling","400","1100","33","C04-25B","","-21"
"0126G114","P7028","MALLC","1-1/4 Gal Std M I Coupling","256","704","387","C04-25B","","256"
"0126G112","P7029","MALLC","1-1/2 Gal Std M I Coupling","144","396","99","C04-26B","","-36"
"0126G2","P7030","MALLC","2 Gal Std M I Coupling","96","264","255","C04-26B","","-132"
"0125G212","P7031","MALLC","2-1/2 Gal Banded M I Coupling","64","176","18","C04-11C","","0"
"0125G3","P7032","MALLC","3 Gal Banded M I Coupling","48","132","153","C04-26B","","-40"
"0125G4","P7033","MALLC","4 Gal Banded M I Coupling","24","66","37","C04-04C","","1"
"0135G1418","P7034","MALLC","1/4x1/8 Gal Std M I Red Coupl","640","1760","600","C04-03D","","2945"
"0135G3818","P7035","MALLC","3/8x1/8 Gal Std M I Red Coupli ng","1680","4620","200","C04-03D","","799"
"0135G3814","P7036","MALLC","3/8x1/4 Gal Std M I Red Coupli ng","1440","3960","90","C04-03D","",""
"0135G1218","P7037","MALLC","1/2x1/8 Gal Std M I Red Coupli ng","1200","3300","0","C04-38D","","133"
"0135G1214","P7038","MALLC","1/2x1/4 Gal Std M I Red Coupli","1200","3300","66","C04-20C","","208"
"0135G1238","P7039","MALLC","1/2x3/8 Gal Std MI Red Coupl","960","2640","1587","C04-26B","","0"
"0135G3414","P7040","MALLC","3/4x1/4 Gal Std M I Red Coup","720","1980","0","C04-19C","","230"
"0135G3438","P7041","MALLC","3/4x3/8 Gal Std M I Red Coupli ng","720","1980","128","C04-05C","",""
"0135G3412","P7042","MALLC","3/4x1/2 Gal Std M I Red Coup","720","1980","371","C04-26B","","0"
"0135G112","P7043","MALLC","1x1/2 Gal Std M I Red Coupling","480","1320","1206","C04-26B","","3432"
"0135G134","P7044","MALLC","1x3/4 Gal Std M I Red Coupling","400","1100","619","C04-26B","","137"
"0135G11412","P7045","MALLC","1-1/4x1/2 Gal Std M I Red Coup ling","300","825","60","C04-18C","","42"
"0135G11434","P7046","MALLC","1-1/4x3/4 Gal Std M I Red Coup","300","825","186","C04-26B","","0"
"0135G1141","P7047","MALLC","1-1/4x1 Gal Std M I Red Coupli","240","660","232","C04-27B","","0"
"0135G11212","P7048","MALLC","1-1/2x1/2 Gal Std M I Red Coup ling","240","660","17","C04-03D","","56"
"0135G11234","P7049","MALLC","1-1/2x3/4 Gal Std M I Red Coup","240","660","187","C04-27B","","0"
"0135G1121","P7050","MALLC","1-1/2x1 Gal Std M I Red Coupl","200","550","236","C04-27B","","-30"
"0135G112114","P7051","MALLC","1-1/2x1-1/4 Gal Std MI Red Cpl","192","528","237","C04-27B","","0"
"0135G212","P7052","MALLC","2x1/2 Gal Std M I Red Coupling","144","396","12","C04-03D","","18"
"0135G234","P7053","MALLC","2x3/4 Gal Std M I Red Coupling","144","396","53","C04-36B","","16"
"0135G21","P7054","MALLC","2x1 Gal Std M I Red Coupling","144","396","192","C04-27B","","169"
"0135G2114","P7055","MALLC","2x1-1/4 Gal Std M I Red Coupli","108","297","22","C04-27B","","0"
"0135G2112","P7056","MALLC","2x1-1/2 Gal Std M I Red Coupli","108","297","92","C04-27B","","-34"
"0135G2121","P7057","MALLC","2-1/2x1 Gal Std M I Red Coupli ng","80","220","10","C04-38D","","11"
"0135G212114","P7058","MALLC","2-1/2x1-1/4 Gal Std M I Red Co upling","160","440","9","C04-38D","","11"
"0135G212112","P7059","MALLC","2-1/2x1-1/2 Gal Std M I Red Co upling","160","440","0","C04-38D","","64"
"0135G2122","P7060","MALLC","2-1/2x2 Gal Std M I Red Coupli ng","56","154","30","C04-09C","","0"
"0135G3114","P7061","MALLC","3x1-1/4 Gal Std M I Red Coupli ng","128","352","12","C04-03D","","39"
"0135G3112","P7062","MALLC","3x1-1/2 Gal Std M I Red Coupli ng","48","132","6","C04-03D","","26"
"0135G32","P7063","MALLC","3x2 Gal Std M I Red Coupling","48","132","54","C04-27B","","243"
"0135G3212","P7064","MALLC","3x2-1/2 Gal Std M I Red Coupli ng","96","264","8","C04-22C","","35"
"0135G42","P7065","MALLC","4x2 Gal Std M I Red Coupling","24","66","0","C04-21C","","-2"
"0135G4212","P7066","MALLC","4x2-1/2 Gal Std M I Red Coupli ng","24","66","6","C04-38D","","1"
"0135G43","P7067","MALLC","4x3 Gal Std M I Red Coupling","24","66","67","C04-09C","","17"
"0120G1418","P7068","MALLC","1/4x1/8 Gal Hex Bushing","5760","15840","0","C04-37D","",""
"0120G3818","P7069","MALLC","3/8x1/8 Gal Hex Bushing","3600","9900","225","C04-02D","","981"
"0120G3814","P7070","MALLC","3/8x1/4 Gal Hex Bushing","3600","9900","701","C04-17C","","-131"
"0120G1214","P7071","MALLC","1/2x1/4 Gal Hex Bushing","2400","6600","960","C04-01C","","-179"
"0120G1238","P7072","MALLC","1/2x3/8 Gal Hex Bushing","4800","13200","1802","C04-04C","","686"
"0120G3414","P7073","MALLC","3/4x1/4 Gal Hex Bushing","1200","3300","227","C04-09C","","598"
"0120G3438","P7074","MALLC","3/4x3/8 Gal Hex Bushing","1200","3300","25","C04-02D","","352"
"0120G3412","P7075","MALLC","3/4x1/2 Gal Hex Bushing","1200","3300","1025","C04-28B","","0"
"0120G112","P7076","MALLC","1x1/2 Gal Hex Bushing","800","2200","139","C04-38B","","203"
"0120G134","P7077","MALLC","1x3/4 Gal Hex Bushing","800","2200","184","C04-28B","","-137"
"0120G114","P7078","MALLC","1x1/4 Gal Hex Bushing","800","2200","2181","C04-06C","","893"
"0120G138","P7079","MALLC","1x3/8 Gal Hex Bushing","800","2200","932","C04-31C","","206"
"0120G11412","P7080","MALLC","1-1/4x1/2 Gal Hex Bushing","480","1320","90","C04-18C","","28"
"0120G11434","P7081","MALLC","1-1/4x3/4 Gal Hex Bushing","480","1320","9","C04-37B","","165"
"0120G1141","P7082","MALLC","1-1/4x1 Gal Hex Bushing","480","1320","86","C04-29B","","0"
"0120G11212","P7083","MALLC","1-1/2x1/2 Gal Hex Bushing","300","825","77","C04-21C","","233"
"0120G11234","P7084","MALLC","1-1/2x3/4 Gal Hex Bushing","300","825","288","C04-03C","","-148"
"0120G1121","P7085","MALLC","1-1/2x1 Gal Hex Bushing","300","825","488","C04-29B","","0"
"0120G112114","P7086","MALLC","1-1/2x1-1/4 Gal Hex Bushing","300","825","84","C04-36B","","164"
"0120G212","P7087","MALLC","2x1/2 Gal Hex Bushing","240","660","175","C04-24C","","79"
"0120G234","P7088","MALLC","2x3/4 Gal Hex Bushing","240","660","140","C04-03C","","301"
"0120G21","P7089","MALLC","2x1 Gal Hex Bushing","240","660","601","C04-02C","","0"
"0120G2114","P7090","MALLC","2x1-1/4 Gal Hex Bushing","480","1320","15","C04-02C","","14"
"0120G2112","P7091","MALLC","2x1-1/2 Gal Hex Bushing","240","660","40","C04-29B","","0"
"0120G21212","P7092","MALLC","2-1/2x1/2 Gal Hex Bushing","240","660","0","C04-38D","","120"
"0120G21234","P7093","MALLC","2-1/2x3/4 Gal Hex Bushing","120","330","0","C04-38D","","24"
"0120G2121","P7094","MALLC","2-1/2x1 Gal Hex Bushing","120","330","89","C04-02D","","70"
"0120G212114","P7095","MALLC","2-1/2x1-1/4 Gal Hex Bushing","120","330","5","C04-02D","","10"
"0120G212112","P7096","MALLC","2-1/2x1-1/2 Gal Hex Bushing","240","660","-15","C04-38D","","12"
"0120G2122","P7097","MALLC","2-1/2x2 Gal Hex Bushing","120","330","27","C04-04C","","37"
"0120G31","P7098","MALLC","3x1 Gal Hex Bushing","96","264","4","C04-02D","","123"
"0120G3114","P7099","MALLC","3x1-1/4 Gal Hex Bushing","96","264","119","C04-02D","","131"
"0120G3112","P7100","MALLC","3x1-1/2 Gal Hex Bushing","96","264","141","C04-17C","","60"
"0120G32","P7101","MALLC","3x2 Gal Hex Bushing","96","264","251","C04-29B","","13"
"0120G3212","P7102","MALLC","3x2-1/2 Gal Hex Bushing","96","264","0","C04-15C","","0"
"0120G41","P7103","MALLC","4x1 Gal Hex Bushing","80","220","0","C04-37D","",""
"0120G4114","P7104","MALLC","4x1-1/4 Gal Hex Bushing","80","220","20","C04-02D","","1"
"0120G4112","P7105","MALLC","4x1-1/2 Gal Hex Bushing","80","220","0","C04-38D","","1"
"0120G42","P7106","MALLC","4x2 Gal Hex Bushing","40","110","20","C04-12C","","-5"
"0120G4212","P7107","MALLC","4x2-1/2 Gal Hex Bushing","80","220","30","C04-02D","","11"
"0120G43","P7108","MALLC","4x3 Gal Hex Bushing","40","110","90","C04-02C","","25"
"0406G12","P7109","MALLC","1/2 Gal Std M I Locknut","2400","6600","198","C04-38D","","2322"
"0406G34","P7110","MALLC","3/4 Gal Std M I Locknut","1440","3960","180","C04-04D","",""
"0406G1","P7111","MALLC","1 Gal Std M I Locknut","960","2640","180","C04-04D","","37"
"0406G114","P7112","MALLC","1-1/4 Gal Std M I Locknut","720","1980","0","C04-38D","","50"
"0406G112","P7113","MALLC","1-1/2 Gal Std M I Locknut","540","1485","0","C04-37D","",""
"0406G2","P7114","MALLC","2 Gal Std M I Locknut","300","825","0","C04-37D","",""
"0130G12","P7115","MALLC","1/2 Gal Std M I Ext Pieces","1200","3300","0","C04-38D","","25"
"0130G34","P7116","MALLC","3/4 Gal Std M I Ext Pieces","640","1760","0","C04-38D","","108"
"0130G1","P7117","MALLC","1 Gal Std M I Ext Pieces","360","990","44","C04-03D","","20"
"0130G114","P7118","MALLC","1-1/4 Gal Std M I Ext Pieces","240","660","18","C04-02D","",""
"0130G112","P7119","MALLC","1-1/2 Gal Std M I Ext Pieces","160","440","15","C04-02D","",""
"0130G2","P7120","MALLC","2 Gal Std M I Ext Pieces","120","330","36","C04-02D","","368"
"0129G18","P7121","MALLC","1/8 Gal Sq Hd Pipe Plug","14400","39600","600","C04-04D","","902"
"0129G14","P7122","MALLC","1/4 Gal Sq Hd Pipe Plug","7200","19800","0","C04-10C","","4959"
"0129G38","P7123","MALLC","3/8 Gal Sq Hd Pipe Plug","4800","13200","655","C04-10C","","161"
"0129G12","P7124","MALLC","1/2 Gal Sq Hd Pipe Plug","2400","6600","597","C04-35B","","0"
"0129G34","P7125","MALLC","3/4 Gal Sq Hd Pipe Plug","1440","3960","-77","C04-35B","","0"
"0129G1","P7126","MALLC","1 Gal Sq Hd Pipe Plug","960","2640","1397","C04-35B","","1826"
"0129G114","P7127","MALLC","1-1/4 Gal Sq Hd Pipe Plug","480","1320","867","C04-35B","","1391"
"0129G112","P7128","MALLC","1-1/2 Gal Sq Hd Pipe Plug","360","990","76","C04-35B","","0"
"0129G2","P7129","MALLC","2 Gal Sq Hd Pipe Plug","660","1980","2146","C04-35B","","714"
"0129G212","P7130","MALLC","2-1/2 Gal Sq Hd Pipe Plug","128","352","1","C04-26C","","43"
"0129G3","P7131","MALLC","3 Gal Sq Hd Pipe Plug","128","352","73","C04-13C","","10"
"0129G4","P7132","MALLC","4 Gal Sq Hd Pipe Plug","48","132","0","C04-16C","","12"
"0414G14","P7133","MALLC","1/4 Gal M I 150# GJ Union","960","2640","240","C04-02D","","185"
"0414G38","P7134","MALLC","3/8 Gal M I 150# GJ Union","960","2640","25","C04-02D","","1136"
"0414G12","P7135","MALLC","1/2 Gal M I 150# GJ Union","400","1100","1074","C04-27B","","1561"
"0414G34","P7136","MALLC","3/4 Gal MI 150# GJ Union","280","770","-6","C04-28B","","0"
"0414G1","P7137","MALLC","1 Gal M I 150# GJ Union","160","440","47","C04-28B","","492"
"0414G114","P7138","MALLC","1-1/4 Gal M I 150# GJ Union","120","330","0","C04-28B","","0"
"0414G112","P7139","MALLC","1-1/2 Gal M I 150# GJ Union","160","440","459","C04-28B","","556"
"0414G2","P7140","MALLC","2 Gal M I 150# GJ Union","48","132","42","C04-28B","","0"
"0414G212","P7141","MALLC","2-1/2 Gal M I 150# GJ Union","32","88","3","C04-02D","","7"
"0414G3","P7142","MALLC","3 Gal M I 150# GJ Union","32","88","34","C04-08C","","-16"
"0414G4","P7143","MALLC","4 Gal M I 150# GJ Union","16","44","0","C04-37D","","0"
"0134B1^12^1","P7144","MALLC","1x1/2x1 Blk Std MI Red Tee","360","990","467","C04-18B","","465"
"0134G1^12^1","P7145","MALLC","1x1/2x1 Gal Std MI Red Tee","360","990","58","C04-22C","","35"
"0127G212","P7251","MALLC","2-1/2 Gal M I 45 STR ELBOW","48","132","12","C04-02D","","112"
"3818B0131","P7291","MALLC","3/8 X 1/8 BLK 90 RED ELL","1680","4620","717","C04-01D","","346"
"","P7332","MALLC","34X34X1 GALV STD M.I.TEE 3/4X3/4X1 GALV B.H. TEE","32","88","0","C04-38D","","260"
"0131B42","P7337","MALLC","4x2 Blk Std M I Red Elbow 90","32","88","3","C04-11C","","9"
"0131B43","P7341","MALLC","4x3 Blk Std M I Red Elbow 90","32","88","11","C04-13C","","34"
"0135B3418","P7344","MALLC","3/4x1/8 Blk M I Red Coupling","840","2310","237","C04-02B","","0"
"0120B3418","P7345","MALLC","3/4x1/8 Blk M I Hex Bushing","1200","3300","2398","C04-06B","","2"
"0120B118","P7346","MALLC","1x1/8 Blk M I Hex Bushing","800","2200","1514","C04-08B","","586"
"0120B11414","P7347","MALLC","1-1/4x1/4 Blk Hex Bushing","480","1320","626","C04-28C","","46"
"0120B63","P7348","MALLC","6x3 Blk Hex Bushing","16","44","14","C04-20C","","44"
"0120B64","P7349","MALLC","6x4 Blk Hex Bushing","16","44","20","C04-38B","","35"
"0144B12","P7350","MALLC","1/2 Blk M I Service Tee","480","1320","120","C04-01D","","3892"
"0144B34","P7351","MALLC","3/4 Blk M I Service Tee","300","825","39","C04-01D","","787"
"0144B114","P7352","MALLC","1-1/4 Blk M I Service Tee","32","88","25","C04-01D","","108"
"0129B6","P7353","MALLC","6 Blk Sq Hd Pipe Plug","40","110","2","C04-22C","",""
"0134B4114","P7354","MALLC","4x1-1/4 Blk M I Red Tee","32","88","0","C04-02D","",""
"0120G3123","P7355","MALLC","3-1/2x3 Gal Hex Bushing","64","176","0","C04-37D","",""
"0134G3414","P7356","MALLC","3/4x1/4 Gal M I Red Tee","400","1100","242","C04-38D","","-62"
"0134G34341","P7357","MALLC","3/4x3/4x1 Gal BH Red Tee","320","880","53","C04-19C","","63"
"0119B1","P7364","MALLC","1 BLK SO TEE","160","440","0","C04-37D","",""
"38B0318","P7365","MALLC","3/8 Blk Floor Flange","300","825","272","C04-03D","","-68"
"G640120","P7366","MALLC","6x4 Gal Hex Bushing","16","44","1","C04-29C","",""
"0126B5","P7368","MALLC","5"" BLK MI COUPLING","32","88","0","C04-38D","","4"
"0414B18","P7370","MALLC","1/8 Blk M I 150# GJ Union","960","2640","89","C04-20C","","31"
"0124B5","P7374","MALLC","5 Blk Std M I Tee","8","22","5","C04-31C","","0"
"","P7375","MALLC","1/2 BLK STD MI SIDE OUTLET TEE","400","1100","132","C04-31C","","-32"
"0131B234","P7376","MALLC","2x3/4 Blk Std MI 90 Red EL","144","396","109","C04-14B","","-13"
"0131B3212","P7377","MALLC","3x2-1/2 Blk Std MI 90 Red El","32","88","32","C04-22C","","29"
"0120B1218","P7422","MALLC","1/2x1/8 Blk Hex Bushing","2400","6600","3682","C04-06B","","-487"
"0120B11418","P7423","MALLC","1-1/4x1/8 Blk Hex Bushing","64","176","110","C04-26D","","46"
"","P7424","MALLC","2x3/8 Blk MI Hex Bushing","240","660","58","C04-38D","","-54"
"0131B32","P7425","MALLC","3x2 Blk M I Red 90 Elbow","32","88","141","C04-15B","","200"
"0119B34","P7432","MALLC","3/4 BLK MI SIDE OUTLET TEE","240","660","0","C04-38D","","183"
"0126L12","P7439","MALLC","1/2 BLK LEFT&RIGHT MI COUPLING","960","2640","186","C04-10C","","212"
"0126L34","P7440","MALLC","3/4 BLK LEFT&RIGHT MI COUPLING","600","1650","470","C04-25B","","-23"
"0126L114","P7441","MALLC","1-1/4 BLK LEFT & RIGHT MI CPLG","256","704","338","C04-25B","","0"
"0126L112","P7442","MALLC","1-1/2 BLK LEFT & RIGHT MI CPLG","144","396","0","C04-01C","","34"
"0126L2","P7459","MALLC","2 BLK LEFT & RIGHT MI COUPLING","64","176","11","C04-37B","","94"
"","P7466","MALLC","2 BLK STD MI SIDE OUTLET TEE","200","550","0","C04-37D","",""
"0128B212","P7467","MALLC","2-1/2 BLK STD MI CROSS","24","66","1","C04-01D","","0"
"45.75","P7468","MALLC","2x1-1/4x2 Blk Std MI Red Tee","64","176","99","C04-14C","","11"
"0118B1","P7522","MALLC","1 Blk Std MI S O Elbow","160","440","20","C04-01D","","398"
"0120B11214","P7524","MALLC","1-1/2x1/4 Blk Hex Bushing","300","825","25","C04-23C","","21"
"","P7525","MALLC","5 Blk Banded Coupling","8","22","48","C04-29C","","-37"
"","P7618","MALLC","1/2 GAL MI SERVICE TEE","240","240","0","C04-37D","",""
"0134B211","P7619","MALLC","2x1x1 Blk Std MI Red Tee","96","264","40","C04-18C","","25"
"0125B6","P7624","MALLC","6 Blk Banded MI Coupling","8","22","1","C04-38D","","0"
"","P7625","MALLC","6 Gal Banded MI Coupling","8","22","0","C04-38D","","2"
"0131G32","P7626","MALLC","3x2 Gal Std MI 90 Elbow","32","88","-4","C04-15C","","61"
"0135B138","P7633","MALLC","1x3/8 Blk Std MI Red Coup","480","1320","370","C04-30C","","-42"
"10.75","P7634","MALLC","1-1/2X3/8 Blk Std Bushing","300","825","206","C04-01D","","-131"
"0131b2122","P7635","MALLC","2-1/2x2 Blk Std M I Red Ells","32","88","0","C04-38D","","48"
"0134B1^1^112","P7636","MALLC","1X1X1-1/2 Bld Std MI Red Tee","32","88","0","C04-38D","","60"
"","P7654","MALLC","3/4 Gal Std M I S O Tee","240","660","240","C04-04D","","812"
